revid	title	toclevel	index	indexInverse	bytes	date	titlesNumber	main category	second category	anchor
115085317	Effects	1	4	21	1361	14/03/07 16:16	25	effects	neutral	Effects
115085317	Short-term neurochemical effects	2	6	19	917	14/03/07 16:16	25	effects	neutral	Short-term_neurochemical_effects
115085317	Subjective effects	2	7	18	1553	14/03/07 16:16	25	effects	neutral	Subjective_effects
115085317	Other short-term effects	2	8	17	998	14/03/07 16:16	25	effects	neutral	Other_short-term_effects
115085317	Acute toxic/dangerous effects	2	9	16	6044	14/03/07 16:16	25	effects	negative	Acute_toxic.2Fdangerous_effects
115085317	Addiction and Tolerance	2	10	15	2748	14/03/07 16:16	25	effects	negative	Addiction_and_Tolerance
115085317	Long-term adverse effects	2	11	14	9730	14/03/07 16:16	25	effects	negative	Long-term_adverse_effects
115085317	Medical use and clinical studies	2	15	10	869	14/03/07 16:16	25	uses	positive	Medical_use_and_clinical_studies
115085317	Safety and contraindications	1	16	9	2921	14/03/07 16:16	25	safety	neutral	Safety_and_contraindications
115549427	Effects	1	4	13	312	16/03/07 13:29	17	effects	neutral	Effects
115549427	Medical use and clinical studies	2	7	10	869	16/03/07 13:29	17	uses	positive	Medical_use_and_clinical_studies
115549427	Safety and contraindications	1	8	9	2921	16/03/07 13:29	17	safety	neutral	Safety_and_contraindications
115550133	Effects	1	4	21	1361	16/03/07 13:33	25	effects	neutral	Effects
115550133	Short-term neurochemical effects	2	6	19	917	16/03/07 13:33	25	effects	neutral	Short-term_neurochemical_effects
115550133	Subjective effects	2	7	18	1553	16/03/07 13:33	25	effects	neutral	Subjective_effects
115550133	Other short-term effects	2	8	17	998	16/03/07 13:33	25	effects	neutral	Other_short-term_effects
115550133	Acute toxic/dangerous effects	2	9	16	6045	16/03/07 13:33	25	effects	negative	Acute_toxic.2Fdangerous_effects
115550133	Addiction and Tolerance	2	10	15	2748	16/03/07 13:33	25	effects	negative	Addiction_and_Tolerance
115550133	Long-term adverse effects	2	11	14	9730	16/03/07 13:33	25	effects	negative	Long-term_adverse_effects
115550133	Medical use and clinical studies	2	15	10	869	16/03/07 13:33	25	uses	positive	Medical_use_and_clinical_studies
115550133	Safety and contraindications	1	16	9	2921	16/03/07 13:33	25	safety	neutral	Safety_and_contraindications
118057241	Effects	1	4	14	13	26/03/07 18:32	18	effects	neutral	Effects
118057241	Subjective effects	2	6	12	3322	26/03/07 18:32	18	effects	neutral	Subjective_effects
118057241	Medical use and clinical studies	2	8	10	869	26/03/07 18:32	18	uses	positive	Medical_use_and_clinical_studies
118057241	Safety and contraindications	1	9	9	2921	26/03/07 18:32	18	safety	neutral	Safety_and_contraindications
118057423	Effects	1	4	21	13	26/03/07 18:33	25	effects	neutral	Effects
118057423	Short-term neurochemical effects	2	6	19	917	26/03/07 18:33	25	effects	neutral	Short-term_neurochemical_effects
118057423	Subjective effects	2	7	18	1549	26/03/07 18:33	25	effects	neutral	Subjective_effects
118057423	Other short-term effects	2	8	17	755	26/03/07 18:33	25	effects	neutral	Other_short-term_effects
118057423	Acute toxic/dangerous effects	2	9	16	5636	26/03/07 18:33	25	effects	negative	Acute_toxic.2Fdangerous_effects
118057423	Addiction and Tolerance	2	10	15	2748	26/03/07 18:33	25	effects	negative	Addiction_and_Tolerance
118057423	Long-term adverse effects	2	11	14	9778	26/03/07 18:33	25	effects	negative	Long-term_adverse_effects
118057423	Medical use and clinical studies	2	15	10	869	26/03/07 18:33	25	uses	positive	Medical_use_and_clinical_studies
118057423	Safety and contraindications	1	16	9	2921	26/03/07 18:33	25	safety	neutral	Safety_and_contraindications
118057426	Effects	1	4	20	13	26/03/07 18:33	24	effects	neutral	Effects
118057426	Short-term neurochemical effects	2	6	18	917	26/03/07 18:33	24	effects	neutral	Short-term_neurochemical_effects
118057426	Subjective effects	2	7	17	1549	26/03/07 18:33	24	effects	neutral	Subjective_effects
118057426	Other short-term effects	2	8	16	755	26/03/07 18:33	24	effects	neutral	Other_short-term_effects
118057426	Acute toxic/dangerous effects	2	9	15	5636	26/03/07 18:33	24	effects	negative	Acute_toxic.2Fdangerous_effects
118057426	Addiction and Tolerance	2	10	14	2748	26/03/07 18:33	24	effects	negative	Addiction_and_Tolerance
118057426	Long-term adverse effects	2	11	13	9778	26/03/07 18:33	24	effects	negative	Long-term_adverse_effects
118057426	Safety and contraindications	1	15	9	2921	26/03/07 18:33	24	safety	neutral	Safety_and_contraindications
118057459	Effects	1	4	21	13	26/03/07 18:33	25	effects	neutral	Effects
118057459	Short-term neurochemical effects	2	6	19	917	26/03/07 18:33	25	effects	neutral	Short-term_neurochemical_effects
118057459	Subjective effects	2	7	18	1549	26/03/07 18:33	25	effects	neutral	Subjective_effects
118057459	Other short-term effects	2	8	17	755	26/03/07 18:33	25	effects	neutral	Other_short-term_effects
118057459	Acute toxic/dangerous effects	2	9	16	5636	26/03/07 18:33	25	effects	negative	Acute_toxic.2Fdangerous_effects
118057459	Addiction and Tolerance	2	10	15	2748	26/03/07 18:33	25	effects	negative	Addiction_and_Tolerance
118057459	Long-term adverse effects	2	11	14	9778	26/03/07 18:33	25	effects	negative	Long-term_adverse_effects
118057459	Medical use and clinical studies	2	15	10	869	26/03/07 18:33	25	uses	positive	Medical_use_and_clinical_studies
118057459	Safety and contraindications	1	16	9	2921	26/03/07 18:33	25	safety	neutral	Safety_and_contraindications
125606767	Medical use and clinical studies	2	8	10	865	24/04/07 19:55	18	uses	positive	Medical_use_and_clinical_studies
125606767	Safety and contraindications	1	9	9	2610	24/04/07 19:55	18	safety	neutral	Safety_and_contraindications
125606832	Effects	1	6	21	13	24/04/07 19:55	27	effects	neutral	Effects
125606832	Short-term neurochemical effects	2	8	19	1536	24/04/07 19:55	27	effects	neutral	Short-term_neurochemical_effects
125606832	Subjective effects	2	9	18	1549	24/04/07 19:55	27	effects	neutral	Subjective_effects
125606832	Other short-term effects	2	10	17	766	24/04/07 19:55	27	effects	neutral	Other_short-term_effects
125606832	Acute toxic/dangerous effects	2	11	16	6125	24/04/07 19:55	27	effects	negative	Acute_toxic.2Fdangerous_effects
125606832	Addiction and Tolerance	2	12	15	2748	24/04/07 19:55	27	effects	negative	Addiction_and_Tolerance
125606832	Long-term adverse effects	2	13	14	10134	24/04/07 19:55	27	effects	negative	Long-term_adverse_effects
125606832	Medical use and clinical studies	2	17	10	865	24/04/07 19:55	27	uses	positive	Medical_use_and_clinical_studies
125606832	Safety and contraindications	1	18	9	2610	24/04/07 19:55	27	safety	neutral	Safety_and_contraindications
128343993	Effects	1	6	21	13	05/05/07 02:06	27	effects	neutral	Effects
128343993	Short-term neurochemical effects	2	8	19	1536	05/05/07 02:06	27	effects	neutral	Short-term_neurochemical_effects
128343993	Subjective effects	2	9	18	1549	05/05/07 02:06	27	effects	neutral	Subjective_effects
128343993	Other short-term effects	2	10	17	766	05/05/07 02:06	27	effects	neutral	Other_short-term_effects
128343993	Acute toxic/dangerous effects	2	11	16	17566	05/05/07 02:06	27	effects	negative	Acute_toxic.2Fdangerous_effects
128343993	Addiction and Tolerance	2	12	15	3453	05/05/07 02:06	27	effects	negative	Addiction_and_Tolerance
128343993	Long-term adverse effects	2	13	14	12548	05/05/07 02:06	27	effects	negative	Long-term_adverse_effects
128343993	Medical use and clinical studies	2	17	10	865	05/05/07 02:06	27	uses	positive	Medical_use_and_clinical_studies
128343993	Safety and contraindications	1	18	9	2681	05/05/07 02:06	27	safety	neutral	Safety_and_contraindications
128343993	Use in psychotherapy	1	14	13	1222	05/05/07 02:06	27	uses	positive	Use_in_psychotherapy
129349262	Effects	1	7	23	14	08/05/07 21:09	30	effects	neutral	Effects
129349262	Short-term neurochemical effects	2	9	21	1536	08/05/07 21:09	30	effects	neutral	Short-term_neurochemical_effects
129349262	Subjective effects	2	10	20	1549	08/05/07 21:09	30	effects	neutral	Subjective_effects
129349262	Other short-term effects	2	11	19	774	08/05/07 21:09	30	effects	neutral	Other_short-term_effects
129349262	Acute toxic/dangerous effects	2	12	18	1418	08/05/07 21:09	30	effects	negative	Acute_toxic.2Fdangerous_effects
129349262	Addiction and Tolerance	2	15	15	3453	08/05/07 21:09	30	effects	negative	Addiction_and_Tolerance
129349262	Long-term adverse effects	2	16	14	12548	08/05/07 21:09	30	effects	negative	Long-term_adverse_effects
129349262	Medical use and clinical studies	2	20	10	865	08/05/07 21:09	30	uses	positive	Medical_use_and_clinical_studies
129349262	Safety and contraindications	1	21	9	2681	08/05/07 21:09	30	safety	neutral	Safety_and_contraindications
129349262	Use in psychotherapy	1	17	13	1222	08/05/07 21:09	30	uses	positive	Use_in_psychotherapy
129349262	Hyponatremia	2	13	17	1913	08/05/07 21:09	30	effects	negative	Hyponatremia
129349308	Effects	1	7	21	14	08/05/07 21:09	28	effects	neutral	Effects
129349308	Short-term neurochemical effects	2	9	19	1536	08/05/07 21:09	28	effects	neutral	Short-term_neurochemical_effects
129349308	Subjective effects	2	10	18	1549	08/05/07 21:09	28	effects	neutral	Subjective_effects
129349308	Other short-term effects	2	11	17	766	08/05/07 21:09	28	effects	neutral	Other_short-term_effects
129349308	Acute toxic/dangerous effects	2	12	16	17661	08/05/07 21:09	28	effects	negative	Acute_toxic.2Fdangerous_effects
129349308	Addiction and Tolerance	2	13	15	3453	08/05/07 21:09	28	effects	negative	Addiction_and_Tolerance
129349308	Long-term adverse effects	2	14	14	12548	08/05/07 21:09	28	effects	negative	Long-term_adverse_effects
129349308	Medical use and clinical studies	2	18	10	865	08/05/07 21:09	28	uses	positive	Medical_use_and_clinical_studies
129349308	Safety and contraindications	1	19	9	2681	08/05/07 21:09	28	safety	neutral	Safety_and_contraindications
129349308	Use in psychotherapy	1	15	13	1222	08/05/07 21:09	28	uses	positive	Use_in_psychotherapy
129349410	Effects	1	7	23	14	08/05/07 21:10	30	effects	neutral	Effects
129349410	Short-term neurochemical effects	2	9	21	1536	08/05/07 21:10	30	effects	neutral	Short-term_neurochemical_effects
129349410	Subjective effects	2	10	20	1549	08/05/07 21:10	30	effects	neutral	Subjective_effects
129349410	Other short-term effects	2	11	19	774	08/05/07 21:10	30	effects	neutral	Other_short-term_effects
129349410	Acute toxic/dangerous effects	2	12	18	1418	08/05/07 21:10	30	effects	negative	Acute_toxic.2Fdangerous_effects
129349410	Addiction and Tolerance	2	15	15	3453	08/05/07 21:10	30	effects	negative	Addiction_and_Tolerance
129349410	Long-term adverse effects	2	16	14	12548	08/05/07 21:10	30	effects	negative	Long-term_adverse_effects
129349410	Medical use and clinical studies	2	20	10	865	08/05/07 21:10	30	uses	positive	Medical_use_and_clinical_studies
129349410	Safety and contraindications	1	21	9	2681	08/05/07 21:10	30	safety	neutral	Safety_and_contraindications
129349410	Use in psychotherapy	1	17	13	1222	08/05/07 21:10	30	uses	positive	Use_in_psychotherapy
129349410	Hyponatremia	2	13	17	1913	08/05/07 21:10	30	effects	negative	Hyponatremia
129349647	Effects	1	7	21	14	08/05/07 21:11	28	effects	neutral	Effects
129349647	Short-term neurochemical effects	2	9	19	1536	08/05/07 21:11	28	effects	neutral	Short-term_neurochemical_effects
129349647	Subjective effects	2	10	18	1549	08/05/07 21:11	28	effects	neutral	Subjective_effects
129349647	Other short-term effects	2	11	17	766	08/05/07 21:11	28	effects	neutral	Other_short-term_effects
129349647	Acute toxic/dangerous effects	2	12	16	17661	08/05/07 21:11	28	effects	negative	Acute_toxic.2Fdangerous_effects
129349647	Addiction and Tolerance	2	13	15	3453	08/05/07 21:11	28	effects	negative	Addiction_and_Tolerance
129349647	Long-term adverse effects	2	14	14	12548	08/05/07 21:11	28	effects	negative	Long-term_adverse_effects
129349647	Medical use and clinical studies	2	18	10	865	08/05/07 21:11	28	uses	positive	Medical_use_and_clinical_studies
129349647	Safety and contraindications	1	19	9	2681	08/05/07 21:11	28	safety	neutral	Safety_and_contraindications
129349647	Use in psychotherapy	1	15	13	1222	08/05/07 21:11	28	uses	positive	Use_in_psychotherapy
129349807	Effects	1	7	23	14	08/05/07 21:11	30	effects	neutral	Effects
129349807	Short-term neurochemical effects	2	9	21	1536	08/05/07 21:11	30	effects	neutral	Short-term_neurochemical_effects
129349807	Subjective effects	2	10	20	1549	08/05/07 21:11	30	effects	neutral	Subjective_effects
129349807	Other short-term effects	2	11	19	774	08/05/07 21:11	30	effects	neutral	Other_short-term_effects
129349807	Acute toxic/dangerous effects	2	12	18	1418	08/05/07 21:11	30	effects	negative	Acute_toxic.2Fdangerous_effects
129349807	Addiction and Tolerance	2	15	15	3453	08/05/07 21:11	30	effects	negative	Addiction_and_Tolerance
129349807	Long-term adverse effects	2	16	14	12548	08/05/07 21:11	30	effects	negative	Long-term_adverse_effects
129349807	Medical use and clinical studies	2	20	10	865	08/05/07 21:11	30	uses	positive	Medical_use_and_clinical_studies
129349807	Safety and contraindications	1	21	9	2681	08/05/07 21:11	30	safety	neutral	Safety_and_contraindications
129349807	Use in psychotherapy	1	17	13	1222	08/05/07 21:11	30	uses	positive	Use_in_psychotherapy
129349807	Hyponatremia	2	13	17	1913	08/05/07 21:11	30	effects	negative	Hyponatremia
129355903	Effects	1	7	14	59	08/05/07 21:37	21	effects	neutral	Effects
129355903	Medical use and clinical studies	2	11	10	865	08/05/07 21:37	21	uses	positive	Medical_use_and_clinical_studies
129355903	Safety and contraindications	1	12	9	2681	08/05/07 21:37	21	safety	neutral	Safety_and_contraindications
129355903	Use in psychotherapy	1	8	13	1222	08/05/07 21:37	21	uses	positive	Use_in_psychotherapy
129815066	Effects	1	6	13	59	10/05/07 13:38	19	effects	neutral	Effects
129815066	Safety and contraindications	1	10	9	2704	10/05/07 13:38	19	safety	neutral	Safety_and_contraindications
129815066	Use in psychotherapy	1	7	12	1222	10/05/07 13:38	19	uses	positive	Use_in_psychotherapy
129822739	Effects	1	7	14	59	10/05/07 14:07	21	effects	neutral	Effects
129822739	Medical use and clinical studies	2	11	10	865	10/05/07 14:07	21	uses	positive	Medical_use_and_clinical_studies
129822739	Safety and contraindications	1	12	9	2704	10/05/07 14:07	21	safety	neutral	Safety_and_contraindications
129822739	Use in psychotherapy	1	8	13	1222	10/05/07 14:07	21	uses	positive	Use_in_psychotherapy
130501631	Effects	1	7	13	59	13/05/07 08:45	20	effects	neutral	Effects
130501631	Medical use and clinical studies	2	11	9	881	13/05/07 08:45	20	uses	positive	Medical_use_and_clinical_studies
130501631	Use in psychotherapy	1	8	12	1222	13/05/07 08:45	20	uses	positive	Use_in_psychotherapy
130501651	Effects	1	7	13	59	13/05/07 08:45	20	effects	neutral	Effects
130501651	Medical use and clinical studies	2	11	9	881	13/05/07 08:45	20	uses	positive	Medical_use_and_clinical_studies
130501651	Safety and contraindications	1	12	8	2622	13/05/07 08:45	20	safety	neutral	Safety_and_contraindications
130501651	Use in psychotherapy	1	8	12	1222	13/05/07 08:45	20	uses	positive	Use_in_psychotherapy
131207386	Effects	1	7	14	59	16/05/07 03:01	21	effects	neutral	Effects
131207386	Medical use and clinical studies	2	11	10	865	16/05/07 03:01	21	uses	positive	Medical_use_and_clinical_studies
131207386	Use in psychotherapy	1	8	13	1222	16/05/07 03:01	21	uses	positive	Use_in_psychotherapy
131207386	Safety and contradications	1	12	9	2652	16/05/07 03:01	21	safety	neutral	Safety_and_contradications
132898695	Effects	1	7	8	123	23/05/07 10:11	15	effects	neutral	Effects
132898695	Medical use and clinical studies	2	10	5	865	23/05/07 10:11	15	uses	positive	Medical_use_and_clinical_studies
132898695	Safety and contradications	1	11	4	2631	23/05/07 10:11	15	safety	neutral	Safety_and_contradications
132899370	Effects	1	7	9	59	23/05/07 10:17	16	effects	neutral	Effects
132899370	Medical use and clinical studies	2	11	5	865	23/05/07 10:17	16	uses	positive	Medical_use_and_clinical_studies
132899370	Use in psychotherapy	1	8	8	1222	23/05/07 10:17	16	uses	positive	Use_in_psychotherapy
132899370	Safety and contradications	1	12	4	2631	23/05/07 10:17	16	safety	neutral	Safety_and_contradications
136111904	Effects	1	7	9	59	05/06/07 18:24	16	effects	neutral	Effects
136111904	Medical use and clinical studies	2	11	5	865	05/06/07 18:24	16	uses	positive	Medical_use_and_clinical_studies
136111904	Use in psychotherapy	1	8	8	1222	05/06/07 18:24	16	uses	positive	Use_in_psychotherapy
136111904	Safety and contradindications	1	12	4	2702	05/06/07 18:24	16	safety	neutral	Safety_and_contradindications
136141059	Effects	1	7	9	59	05/06/07 20:31	16	effects	neutral	Effects
136141059	Medical use and clinical studies	2	11	5	865	05/06/07 20:31	16	uses	positive	Medical_use_and_clinical_studies
136141059	Safety and contraindications	1	12	4	2701	05/06/07 20:31	16	safety	neutral	Safety_and_contraindications
136141059	Use in psychotherapy	1	8	8	1222	05/06/07 20:31	16	uses	positive	Use_in_psychotherapy
137274740	Effects	1	7	9	59	10/06/07 17:22	16	effects	neutral	Effects
137274740	Medical use and clinical studies	2	11	5	865	10/06/07 17:22	16	uses	positive	Medical_use_and_clinical_studies
137274740	Use in psychotherapy	1	8	8	1222	10/06/07 17:22	16	uses	positive	Use_in_psychotherapy
137274740	Safety and contradications	1	12	4	2921	10/06/07 17:22	16	safety	neutral	Safety_and_contradications
137938702	Effects	1	7	9	59	13/06/07 17:20	16	effects	neutral	Effects
137938702	Medical use and clinical studies	2	11	5	865	13/06/07 17:20	16	uses	positive	Medical_use_and_clinical_studies
137938702	Use in psychotherapy	1	8	8	1222	13/06/07 17:20	16	uses	positive	Use_in_psychotherapy
137938702	Safety and Contraindications	1	12	4	2925	13/06/07 17:20	16	safety	neutral	Safety_and_Contraindications
137938797	Effects	1	7	9	59	13/06/07 17:20	16	effects	neutral	Effects
137938797	Medical use and clinical studies	2	11	5	865	13/06/07 17:20	16	uses	positive	Medical_use_and_clinical_studies
137938797	Safety and contraindications	1	12	4	2925	13/06/07 17:20	16	safety	neutral	Safety_and_contraindications
137938797	Use in psychotherapy	1	8	8	1222	13/06/07 17:20	16	uses	positive	Use_in_psychotherapy
139989996	Effects	1	9	10	59	22/06/07 21:34	19	effects	neutral	Effects
139989996	Medical use and clinical studies	2	14	5	865	22/06/07 21:34	19	uses	positive	Medical_use_and_clinical_studies
139989996	Safety and contraindications	1	15	4	2925	22/06/07 21:34	19	safety	neutral	Safety_and_contraindications
139989996	Use in psychotherapy	1	10	9	1222	22/06/07 21:34	19	uses	positive	Use_in_psychotherapy
139989996	Health Risks	1	13	6	1710	22/06/07 21:34	19	safety	negative	Health_Risks
139991021	Effects	1	1	17	747	22/06/07 21:39	18	effects	neutral	Effects
139991021	Medical use and clinical studies	2	14	4	866	22/06/07 21:39	18	uses	positive	Medical_use_and_clinical_studies
139991021	Safety	2	13	5	2904	22/06/07 21:39	18	safety	neutral	Safety
139991021	Use in psychotherapy	1	9	9	1222	22/06/07 21:39	18	uses	positive	Use_in_psychotherapy
139991021	Health Risks	1	12	6	1710	22/06/07 21:39	18	safety	negative	Health_Risks
139992404	Effects	1	1	16	747	22/06/07 21:47	17	effects	neutral	Effects
139992404	Safety	2	13	4	2904	22/06/07 21:47	17	safety	neutral	Safety
139992404	Use in psychotherapy	1	9	8	1854	22/06/07 21:47	17	uses	positive	Use_in_psychotherapy
139992404	Health Risks	1	12	5	1710	22/06/07 21:47	17	safety	negative	Health_Risks
139993463	Safety	2	13	4	2904	22/06/07 21:53	17	safety	neutral	Safety
139993463	Use in psychotherapy	1	9	8	1854	22/06/07 21:53	17	uses	positive	Use_in_psychotherapy
139993463	Health Risks	1	12	5	1710	22/06/07 21:53	17	safety	negative	Health_Risks
140021000	Effects	1	1	16	747	23/06/07 00:45	17	effects	neutral	Effects
140021000	Safety	2	13	4	2904	23/06/07 00:45	17	safety	neutral	Safety
140021000	Use in psychotherapy	1	9	8	1854	23/06/07 00:45	17	uses	positive	Use_in_psychotherapy
140021000	Health Risks	1	12	5	1710	23/06/07 00:45	17	safety	negative	Health_Risks
143655149	Effects	1	1	17	747	10/07/07 04:12	18	effects	neutral	Effects
143655149	Safety	2	13	5	2877	10/07/07 04:12	18	safety	neutral	Safety
143655149	Use in psychotherapy	1	9	9	1854	10/07/07 04:12	18	uses	positive	Use_in_psychotherapy
143655149	Health risks	1	12	6	1702	10/07/07 04:12	18	safety	negative	Health_risks
144151095	Effects	1	1	17	704	12/07/07 09:43	18	effects	neutral	Effects
144151095	Safety	2	13	5	2877	12/07/07 09:43	18	safety	neutral	Safety
144151095	Use in psychotherapy	1	9	9	1854	12/07/07 09:43	18	uses	positive	Use_in_psychotherapy
144151095	Health Risks	1	12	6	1702	12/07/07 09:43	18	safety	negative	Health_Risks
144778564	Effects	1	1	16	842	15/07/07 11:51	17	effects	neutral	Effects
144778564	Use in psychotherapy	1	9	8	1854	15/07/07 11:51	17	uses	positive	Use_in_psychotherapy
144778564	Health Risks	1	12	5	7660	15/07/07 11:51	17	safety	negative	Health_Risks
145038388	Use in psychotherapy	1	8	8	1854	16/07/07 17:36	16	uses	positive	Use_in_psychotherapy
145038388	Health Risks	1	11	5	7638	16/07/07 17:36	16	safety	negative	Health_Risks
145038491	Effects	1	1	16	972	16/07/07 17:37	17	effects	neutral	Effects
145038491	Use in psychotherapy	1	9	8	1854	16/07/07 17:37	17	uses	positive	Use_in_psychotherapy
145038491	Health Risks	1	12	5	7638	16/07/07 17:37	17	safety	negative	Health_Risks
145133525	Effects	1	2	17	160	17/07/07 01:53	19	effects	neutral	Effects
145133525	Subjective effects	2	4	15	549	17/07/07 01:53	19	effects	neutral	Subjective_effects
145133525	Use in psychotherapy	1	11	8	1854	17/07/07 01:53	19	uses	positive	Use_in_psychotherapy
145133525	Health Risks	1	14	5	7638	17/07/07 01:53	19	safety	negative	Health_Risks
145133525	Physical effects	2	3	16	317	17/07/07 01:53	19	effects	neutral	Physical_effects
147747457	Effects	1	2	16	162	28/07/07 23:31	18	effects	neutral	Effects
147747457	Subjective effects	2	3	15	582	28/07/07 23:31	18	effects	neutral	Subjective_effects
147747457	Use in psychotherapy	1	10	8	1854	28/07/07 23:31	18	uses	positive	Use_in_psychotherapy
147747457	Health Risks	1	13	5	7692	28/07/07 23:31	18	safety	negative	Health_Risks
155351427	Effects	1	2	14	202	03/09/07 05:06	16	effects	neutral	Effects
155351427	Use in psychotherapy	1	8	8	2546	03/09/07 05:06	16	uses	positive	Use_in_psychotherapy
155351427	Health Risks	1	11	5	7727	03/09/07 05:06	16	safety	negative	Health_Risks
155351668	Effects	1	2	16	160	03/09/07 05:07	18	effects	neutral	Effects
155351668	Subjective effects	2	3	15	1205	03/09/07 05:07	18	effects	neutral	Subjective_effects
155351668	Use in psychotherapy	1	10	8	2546	03/09/07 05:07	18	uses	positive	Use_in_psychotherapy
155351668	Health Risks	1	13	5	7727	03/09/07 05:07	18	safety	negative	Health_Risks
162208409	Effects	1	2	8	160	04/10/07 09:56	10	effects	neutral	Effects
162208409	Subjective effects	2	3	7	1283	04/10/07 09:56	10	effects	neutral	Subjective_effects
162208409	Use in psychotherapy	1	10	0		04/10/07 09:56	10	uses	positive	Use_in_psychotherapy
162215879	Effects	1	2	16	160	04/10/07 11:04	18	effects	neutral	Effects
162215879	Subjective effects	2	3	15	1283	04/10/07 11:04	18	effects	neutral	Subjective_effects
162215879	Use in psychotherapy	1	10	8	2537	04/10/07 11:04	18	uses	positive	Use_in_psychotherapy
162215879	Health Risks	1	13	5	11097	04/10/07 11:04	18	safety	negative	Health_Risks
166896796	Effects	1	2	21	160	25/10/07 02:28	23	effects	neutral	Effects
166896796	Subjective effects	2	3	20	1135	25/10/07 02:28	23	effects	neutral	Subjective_effects
166896796	Use in psychotherapy	1	9	14	2746	25/10/07 02:28	23	uses	positive	Use_in_psychotherapy
166896796	Health Risks	1	12	11	18	25/10/07 02:28	23	safety	negative	Health_Risks
166896796	Physical	2	13	10	1461	25/10/07 02:28	23	effects	neutral	Physical
166896796	Neurological	2	14	9	2667	25/10/07 02:28	23	effects	neutral	Neurological
166896796	Psychological	2	15	8	3067	25/10/07 02:28	23	effects	neutral	Psychological
168533028	Effects	1	2	22	160	01/11/07 16:35	24	effects	neutral	Effects
168533028	Subjective effects	2	3	21	1135	01/11/07 16:35	24	effects	neutral	Subjective_effects
168533028	Use in psychotherapy	1	10	14	2746	01/11/07 16:35	24	uses	positive	Use_in_psychotherapy
168533028	Health Risks	1	13	11	18	01/11/07 16:35	24	safety	negative	Health_Risks
168533028	Physical	2	14	10	1461	01/11/07 16:35	24	effects	neutral	Physical
168533028	Neurological	2	15	9	3761	01/11/07 16:35	24	effects	neutral	Neurological
168533270	Effects	1	2	22	160	01/11/07 16:37	24	effects	neutral	Effects
168533270	Subjective effects	2	3	21	1135	01/11/07 16:37	24	effects	neutral	Subjective_effects
168533270	Use in psychotherapy	1	10	14	2746	01/11/07 16:37	24	uses	positive	Use_in_psychotherapy
168533270	Health Risks	1	13	11	18	01/11/07 16:37	24	safety	negative	Health_Risks
168533270	Physical	2	14	10	1461	01/11/07 16:37	24	effects	neutral	Physical
168533270	Neurological	2	15	9	2688	01/11/07 16:37	24	effects	neutral	Neurological
168533270	Psychological	2	16	8	3022	01/11/07 16:37	24	effects	neutral	Psychological
168537773	Effects	1	2	22	160	01/11/07 17:00	24	effects	neutral	Effects
168537773	Subjective effects	2	3	21	1135	01/11/07 17:00	24	effects	neutral	Subjective_effects
168537773	Use in psychotherapy	1	10	14	2746	01/11/07 17:00	24	uses	positive	Use_in_psychotherapy
168537773	Physical	2	14	10	1461	01/11/07 17:00	24	effects	neutral	Physical
168537773	Neurological	2	15	9	6115	01/11/07 17:00	24	effects	neutral	Neurological
168537773	Psychological	2	16	8	3022	01/11/07 17:00	24	effects	neutral	Psychological
168537773	Health Concerns And Facts	1	13	11	31	01/11/07 17:00	24	safety	negative	Health_Concerns_And_Facts
172157964	Effects	1	2	26	160	17/11/07 22:02	28	effects	neutral	Effects
172157964	Subjective effects	2	4	24	1135	17/11/07 22:02	28	effects	neutral	Subjective_effects
172157964	Use in psychotherapy	1	11	17	2746	17/11/07 22:02	28	uses	positive	Use_in_psychotherapy
172157964	Physical	2	15	13	1461	17/11/07 22:02	28	effects	neutral	Physical
172157964	Psychological	2	19	9	1817	17/11/07 22:02	28	effects	neutral	Psychological
172157964	Health Concerns And Facts	1	14	14	1234	17/11/07 22:02	28	safety	negative	Health_Concerns_And_Facts
172959866	Effects	1	2	26	160	21/11/07 19:21	28	effects	neutral	Effects
172959866	Subjective effects	2	4	24	1135	21/11/07 19:21	28	effects	neutral	Subjective_effects
172959866	Use in psychotherapy	1	11	17	2746	21/11/07 19:21	28	uses	positive	Use_in_psychotherapy
172959866	Physical	2	15	13	1461	21/11/07 19:21	28	effects	neutral	Physical
172959866	Psychological	2	19	9	2500	21/11/07 19:21	28	effects	neutral	Psychological
172959866	Health Concerns	1	14	14	1208	21/11/07 19:21	28	safety	negative	Health_Concerns
173246195	Effects	1	2	27	160	23/11/07 08:10	29	effects	neutral	Effects
173246195	Subjective effects	2	4	25	1135	23/11/07 08:10	29	effects	neutral	Subjective_effects
173246195	Use in psychotherapy	1	11	18	2746	23/11/07 08:10	29	uses	positive	Use_in_psychotherapy
173246195	Physical	2	16	13	1461	23/11/07 08:10	29	effects	neutral	Physical
173246195	Psychological	2	20	9	2500	23/11/07 08:10	29	effects	neutral	Psychological
173246195	Health Concerns	1	14	15	298	23/11/07 08:10	29	safety	negative	Health_Concerns
173246195	Neurotoxicity	2	19	10	5860	23/11/07 08:10	29	effects	negative	Neurotoxicity
173323193	Effects	1	2	27	160	23/11/07 18:37	29	effects	neutral	Effects
173323193	Subjective effects	2	4	25	1135	23/11/07 18:37	29	effects	neutral	Subjective_effects
173323193	Use in psychotherapy	1	11	18	2746	23/11/07 18:37	29	uses	positive	Use_in_psychotherapy
173323193	Physical	2	16	13	1507	23/11/07 18:37	29	effects	neutral	Physical
